date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-10 09:00:00,"54,95","17,4","4004,39","584,961","397,207","9,95482","1,76","249,346","246,489","251,719","295,096","306,4","251,104","249,434","545,032","557,114","558,758","555,778","560,252","614,5","577,688","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4049,8","586,914","400,195","9,95152","1,76","249,126","252,642","251,411","295,096","306,4","249,565","249,785","542,93","552,132","544,41","566,248","535,91","572,042","542,6","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4098,63","591,675","404,297","9,94822","1,76","248,818","248,95","251,499","295,096","306,4","247,544","250,356","552,939","537,18","541,71","553,278","534,59","528,132","523,62","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4168,46","594,482","405,41","9,94492","1,76","248,335","246,445","250,62","295,096","306,4","247,544","249,697","562,749","543,752","535,45","556,174","538,882","579,1","551,866","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4172,85","592,773","399,961","9,94162","1,76","248,599","250,796","248,687","295,096","306,4","249,741","249,214","564,951","549,752","523,042","561,48","540,978","589,292","551,096","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4143,07","594,116","398,203","9,93832","1,76","248,95","251,235","249,302","295,096","306,4","251,895","249,653","566,453","553,036","536,96","546,872","539,214","535,868","523,07","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4064,45","585,449","401,719","9,93502","1,76","248,687","248,291","248,95","295,096","306,4","247,983","250,84","547,134","544,318","533,292","546,72","549,682","564,428","548,558","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4013,18","579,468","409,863","9,93172","1,76","247,764","248,906","248,95","295,096","306,4","249,17","251,104","534,521","551,224","551,636","542,654","558,272","598,812","586,074","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3989,75","593,506","405,703","9,92842","1,76","248,247","246,929","248,994","295,096","306,4","251,016","250,005","533,721","550,774","552,176","553,44","569,396","559,052","538,184","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3954,59","596,558","395,391","9,92566","1,76","248,027","245,83","249,346","295,096","306,4","248,906","249,917","548,936","546,13","550,556","552,108","577,994","562,86","536,86","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3947,27","595,947","402,891","9,92507","1,76","248,071","255,19","250,225","295,096","306,4","252,686","250,488","556,943","542,164","550,556","551,722","556,622","579,1","567,534","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3969,73","598,022","405,82","9,92449","1,76","248,73","251,675","250,928","295,096","306,4","250,884","250,972","551,238","541,6","555,416","542,816","537,45","583,244","573,606","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3994,14","592,041","403,301","9,9239","1,76","247,939","252,422","250,84","295,096","306,4","250,84","249,434","552,539","536,954","553,688","551,096","536,132","547,962","530,128","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4031,25","591,064","406,523","9,92331","1,76","248,291","247,456","250,532","295,096","306,4","250,972","249,565","548,635","537,862","550,88","556,016","539,326","524,212","526,598","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4065,92","597,046","406,523","9,92272","1,76","248,159","250,796","250,84","295,096","306,4","249,961","249,521","554,941","549,87","547,208","535,856","533,154","549,868","526,822","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4109,38","596,191","403,828","9,92213","1,76","247,632","254,575","251,367","295,096","306,4","251,411","250,225","544,832","549,188","551,096","547,028","543,732","586,38","545,14","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4138,18","590,82","403,652","9,92154","1,76","247,852","247,148","251,191","295,096","306,4","248,906","250,708","542,029","554,168","553,582","555,47","548,466","599,26","556,614","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4123,54","588,257","402,07","9,92095","1,76","248,555","248,291","250,225","295,096","306,4","251,675","249,741","557,344","543,52","545,272","573,672","539,872","554,01","545,798","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4074,71","581,177","404,824","9,92036","1,76","247,852","253,564","249,214","295,096","306,4","249,39","249,565","552,039","551,226","552,394","544,84","545,494","532,388","536,088","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4067,38","593,262","399,023","9,91977","1,76","247,808","252,729","249,302","295,096","306,4","249,785","250,269","542,029","550,77","541,926","541,484","554,306","570,476","567,21","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4141,6","591,064","396,504","9,91918","1,76","247,764","248,994","249,038","295,096","306,4","250,928","250,576","542,029","557,004","544,518","554,924","544,504","601,948","597,882","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4179,69","593,872","399,375","9,91859","1,76","248,423","249,434","249,302","295,096","306,4","249,126","251,016","543,73","559,612","545,812","557,498","553,758","560,394","555,4","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4175,29","596,802","396,563","9,918","1,76","248,994","256,816","248,95","295,096","306,4","249,038","247,852","552,139","557,114","559,41","555,232","549,79","530,932","532,558","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4158,69","580,811","402,48","9,91741","1,76","249,082","253,74","248,95","295,096","306,4","249,39","248,643","558,645","556,436","564,91","544,218","547,698","577,756","551,65","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4154,3","587,158","399,902","9,91682","1,76","248,73","252,686","248,95","295,096","306,4","249,39","251,807","559,045","557,34","562,75","541,41","546,37","612,7","590,93","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4173,34","590,21","399,023","9,91623","1,76","248,643","252,29","249,346","295,096","306,4","249,961","251,06","558,745","555,076","560,376","545,784","549,014","604,748","583,426","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4175,29","601,44","394,922","9,91565","1,76","248,247","250,356","250,928","295,096","306,4","251,675","248,335","558,445","547,266","551,744","564,764","556,726","562,298","542,044","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4130,37","592,773","392,578","9,91506","1,76","248,115","249,038","250,972","295,096","306,4","249,39","250,356","558,145","551,004","554,228","565,388","545,16","521,524","501,216","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3986,82","575,317","393,223","9,91447","1,76","248,159","248,906","251,104","295,096","306,4","249,478","252,861","544,031","546,02","548,506","543,672",551,"540,684","525,608","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3883,3","583,618","398,496","9,91388","1,76","247,896","247,28","250,884","295,096","306,4","249,873","248,555","548,635","546,812","543,76","545,236","582,398","593,884","554,628","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3848,14","590,21","407,754","9,91329","1,76","248,906","248,423","250,884","295,096","306,4","250,356","251,807","544,531","549,526","555,738","560,778","600,57","614,716","576,256","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3852,54","584,961","401,309","9,9127","1,76","248,73","248,027","251,455","295,096","306,4","251,499","246,885","549,636","548,39","557,462","565,47","567,744","610,684","572,5","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3884,28","585,083","398,555","9,91211","1,76","248,599","247,72","250,796","295,096","306,4","250,664","249,434","547,634","550,544","541,276","557,892","544,616","591,868","568,42","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3883,79","591,187","393,574","9,91152","1,76","248,379","248,774","250,093","295,096","306,4","248,906","253,916","553,34","546,128","550,126","564,454","530,736","558,716","549,882","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3842,77","589,722","394,805","9,91093","1,76","249,917","254,048","249,346","295,096","306,4","249,697","252,378","549,736","537,406","540,522","549,998","524,014","531,612","530,35","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3865,23","587,891","392,871","9,91034","1,76","251,367","250,576","249,214","295,096","306,4","250,005","248,687","551,238","537,856","542,032","545,548","536,13","557,26","545,354","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3859,38","589,722","393,75","9,90975","1,76","252,158","253,169","249,346","295,096","306,4","249,829","252,026","567,654","542,726","549,26","560,856","538,002","574,172","548,664","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3895,51","594,36","401,426","9,90916","1,76","251,807","250,62","249,126","295,096","306,4","249,961","248,511","554,141","549,864","546,562","562,734","543,952","556,252","541,382","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3957,03","590,21","400,195","9,9085","1,76","252,07","246,841","248,994","295,096","306,4","250,576","249,082","541,829","557,12","546,568","539,84","550,778","536,428","545,024","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3987,3","586,304","403,359","9,90756","1,76","253,169","249,346","248,994","295,096","306,4","250,576","250,84","552,539","550,886","553,258","543,748","543,838","541,916","553,414","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4035,62","592,285","400,605","9,90662","1,76","253,433","256,245","249,038","295,096","306,4","249,302","248,643","544,932","549,41","549,05","568,2","537,234","572,156","573,056","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4059,38","593,994","397,559","9,90568","1,76","253,608","248,818","251,982","295,096","306,4","249,653","248,818","554,441","555,418","561,672","573,284","547,916","582,458","568,64","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4007,81","574,707","406,348","9,90474","1,76","253,081","247,676","251,719","295,096","306,4","249,346","250,532","552,539","551,682","554,12","548,278","536,572","525,668","519,532","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3949,22","600,586","404,355","9,9038","1,76","253,652","251,938","250,972","295,096","306,4","250,576","249,521","546,533","549,07","552,066","535,312","545,05","559,5","532,336","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3971,09","590,942","405,352","9,90286","1,76","253,037","249,785","249,214","295,096","306,4","249,214","251,06","546,433","546,692","558,972","550,626","544,284","594,78","571,288","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3991,41","591,675","403,184","9,90191","1,76","252,817","246,797","248,687","295,096","306,4","249,697","248,071","544,431","544,318","551,744","557,106","554,42","562,41","536,638","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3951,17","592,163","404,473","9,90097","1,76","253,301","249,609","249,346","295,096","306,4","250,356","249,302","539,026","550,092","556,82","546,878","556,178","520,74","514,016","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3852,34","591,675","413,848","9,90003","1,76","253,037","249,17","249,038","295,096","306,4","247,983","252,905","545,933","545,792","555,522","541,876","550,562","560,172","542,158","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3801,56","595,703","398,438","9,89909","1,76","252,554","248,291","248,599","295,096","306,4","247,588","248,687","558,545","545,108","558,54","544,058","555,298","602,172","578,24","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3801,56","589,658","403,906","9,89815","1,76","252,236","251,346","249,494","295,096","306,4","247,245","251,901","561,024","543,43","554,559","553,57","550,597","586,3","565,109","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3803,52","597,015","401,367","9,89721","1,76","252,993","249,752","251,708","295,096","306,4","246,533","247,83","554,541","534,544","543,897","534,26","547,231","537,66","521,05","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3882,42","605,438","396,431","9,89627","1,76","252,246","251,444","251,147","295,096","306,4","246,105","249,543","553,265","546,835","538,983","531,638","546,564","551,716","538,127","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3966,8","591,064","399,36","9,89533","1,76","252,114","249,357","251,246","295,096","306,4","244,83","252,378","545,657","548,876","545,435","560,075","551,524","574,564","557,25","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3974,61","588,989","414,551","9,89438","1,76","251,367","249,17","251,807","295,096","306,4","251,367","249,39","543,53","552,25","548,18","570,7","555,74","558,38","553,96","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4006,25","590,912","412,705","9,89344","1,76","251,433","249,368","251,477","295,096","306,4","251,993","249,324","541,729","553,523","546,48","568,474","555,823","553,592","551,478","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4017,58","601,349","401,411","9,8925","1,76","251,675","249,862","249,576","295,096","306,4","254,257","249,181","532,495","559,975","538,63","553,047","556,455","527,048","538,155","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4057,81","596,832","397,603","9,89156","1,76","250,829","247,467","249,39","295,096","306,4","246,544","250,62","538,701","555,726","548,882","539,688","556,978","539,284","549,248","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4061,33","587,769","401,997","9,89062","1,76","250,236","253,674","249,39","295,096","306,4","245,995","251,071","543,806","555,276","550,205","553,772","554,64","592,512","588,915","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4063,67","598,053","396,914","9,88968","1,76","249,917","251,279","249,357","295,096","306,4","254,96","249,39","550,963","549,386","552,905","549,492","553,4","597,972","583,622","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4094,92","595,795","396,108","9,88874","1,76","249,203","248,654","249,17","295,096","306,4","245,27","249,686","551,063","546,955","554,552","542,833","547,61","540,488","530,766","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4098,05","588,318","402,085","9,8878","1,76","249,324","250,444","249,137","295,096","306,4","245,786","250,939","553,515","551,399","550,637","550,288","555,218","547,264","537,688","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","4025,78","600,891","398,423","9,88685","1,76","249,082","248,654","249,016","295,096","306,4","253,213","248,511","549,786","547,431","550,07","567,242","558,325","564,176","542,297","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3847,66","596,252","401,133","9,88591","1,76","249,829","247,632","249,554","295,096","306,4","248,632","248,577","545,007","552,93","554,579","545,297","557,39","548,748","541,746","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3680,86","598,358","398,276","9,88497","1,76","249,796","250,939","250,686","295,096","306,4","247,083","249,379","543,305","558,904","555,576","563,437","561,109","548,972","544,333","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3647,66","591,736","398,936","9,88403","1,76","249,478","248,478","251,741","295,096","306,4","243,193","251,18","549,411","565,331","562,211","532,19","576,313","578,288","568,643","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4",3700,"588,379","397,295","9,88309","1,76","248,698","248,687","251,4","295,096","306,4","251,587","247,994","541,678","533,466","553,202","551,776","543,814","611,664","605,722","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3774,61","596,375","391,875","9,88215","1,76","248,577","251,191","251,455","295,096","306,4","245,632","250,247","536,348","533,414","554,768","557,831","548,69","582,262","586,63","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3821,88","584,991","397,017","9,88138","1,76","249,016","252,158","250,378","295,096","306,4","254,257","250,972","550,212","537,52","558,682","560,628","549,787","524,295","549,218","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3866,8","596,466","392,153","9,88162","1,76","249,324","248,379","248,643","295,096","306,4","254,114","248,895","555,917","546,385","557,866","558,476","534,81","546,34","526,76","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3853,13","591,675","392,461","9,88185","1,76","248,884","244,259","249,357","295,096","306,4","250,928","250,323","565,952","542,05","544,761","532,833","532,579","560,956","520,257","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3798,83","581,696","398,306","9,88209","1,76","248,577","246,709","249,236","295,096","306,4","244,742","252,202","562,549","542,984","539,659","546,076","522,005","562,608","542,242","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3773,83","594,238","397,427","9,88232","1,76","248,983","249,181","249,543","295,096","306,4","252,751","247,83","557,669","549,47","534,887","568,084","536,023","558,408","545,326","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3762,11","586,67","396,855","9,88256","1,76","249,038","249,73","249,137","295,096","306,4","256,432","251,895","530,618","556,806","538,362","553,242","546,982","539,507","546,157","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3737,89","591,644","395,874","9,88279","1,76","248,324","246,456","249,016","295,096","306,4","253,345","248,368","533,495","558,735","534,69","544,078","537,041","524,519","530,984","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3728,52","595,581","388,579","9,88303","1,76","248,544","252,806","249,39","295,096","306,4","249,313","252,993","535,848","550,55","536,552","563,143","550,424","553,228","562,569","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3741,8","592,621","408,896","9,88327","1,76","248,796","256,014","249,39","295,096","306,4","248,555","248,643","564,926","551,06","546,939","557,932","552,905","610,012","604,977","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3800,78","599,274","399,009","9,8835","1,76","249,137","254,916","249,456","295,096","306,4","254,246","249,884","559,07","554,799","547,325","541,854","544,557","572,8","564,391","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4",3825,"598,114","403,037","9,88374","1,76","249,016","246,907","249,928","295,096","306,4","255,179","252,158","559,721","559,1","554,417","525,609","554,88","560,424","539,484","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3828,13","594,116","406,816","9,88397","1,76","249,258","243,82","250,554","295,096","306,4","245,424","249,203","544,731","556,21","554,496","545,643","567,221","579,24","540,671","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3831,64","592,773","402,744","9,88421","1,76","248,61","249,807","250,895","295,096","306,4","245,039","249,521","538,125","553,747","561,294","553,533","576,285","547,376","535,259","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3853,13","596,924","402,246","9,88444","1,76","249,17","250,928","250,708","295,096","306,4","250,269","250,269","558,545","539,79","553,04","562,5","577,22","542,14","541,83","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3891,8","596,375","401,675","9,88468","1,76","249,137","250,104","250,807","295,096","306,4","251,06","250,697","558,545","542,932","553,526","565,841","575,649","547,6","541,913","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4",3925,"594,086","399,097","9,88491","1,76","249,049","246,456","251,334","295,096","306,4","254,059","252,433","559,296","558,277","555,227","576,156","569,807","582,992","551,815","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3907,42","597,931","402,393","9,88515","1,76","249,576","251,949","251,147","295,096","306,4","245,654","248,577","563,925","545,51","549,26","529,568","589,775","600,828","599,32","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3882,03","593,536","400,078","9,88538","1,76","249,39","248,687","251,115","295,096","306,4","246,577","249,181","564,926","552,079","549,098","547,17","596,745","558,184","565,302","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3886,33","594,177","401,338","9,88562","1,76","249,423","240,71","250,862","295,096","306,4","252,268","250,785","556,068","551,11","548,585","571,289","551,909",556,"566,3","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3891,02","589,081","403,491","9,88585","1,76","249,576","246,61","250,159","295,096","306,4","254,586","252,004","542,104","549,665","549,828","554,905","554,611","564,288","573,279","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3923,44","590,424","406,743","9,88609","1,76","249,258","249,939","248,324","295,096","306,4","252,642","249,39","541,929","544,369","544,678","588,711","553,81","543,652","530,546","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3955,08","595,093","404,575","9,88632","1,76","248,511","257,629","248,577","295,096","306,4","250,06","249,587","538,45","558,532","547,641","561,156","567,281","544,632","507,372","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3966,41","595,459","405,879","9,88656","1,76","248,643","248,423","249,247","295,096","306,4","244,622","250,906","541,779","545,849","539,28","563,635","560,117","559,528","549,273","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3983,44","597,809","396,24","9,8868","1,76","249,291","249,565","250,928","295,096","306,4","249,818","251,433","562,299","545,051","542,979","545,291","536,706","581,648","581,191","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3993,75","599,274","402,656","9,88703","1,76","248,698","251,444","250,928","295,096","306,4","254,96","248,17","559,396","545,68","535,422","543,673","523,133","573,248","568,673","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3975,49","595,276","397,163","9,88727","1,76","248,544","249,489","250,994","295,096","306,4","248,412","249,027","565,808","543,409","522,1","547,307","495,761","533,404","525,688","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3942,87","578,439","398,982","9,8875","1,76","248,825","250,017","251,21","295,096","306,4","245,435","251,053","557,507","542,533","527,911","544,194","522,456","531,74","520,541","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3917,09","596,008","394,57","9,88774","1,76","249,346","250,093","250,137","295,096","306,4","253,323","252,576","548,835","547,377","533,835","541,836","531,06","533,404","530,511","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3897,46","598,389","403,945","9,88797","1,76","249,038","252,773","248,796","295,096","306,4","252,334","248,247","537,224","535,31","546,946","578,243","531,61","538,556","519,59","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3806,84","595,886","399,023","9,88831","1,76","249,807","255,212","247,434","295,096","306,4","245,742","253,169","530,468","544,264","560,266","549,533","527,374","565,436","531,951","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3763,09","601,99","405,879","9,88961","1,76","249,565","252,158","248,005","295,096","306,4","251,082","248,005","536,523","527,157","561,779","505,933","522,302","555,804","525,545","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3772,36","592,712","396,387","9,89091","1,76","249,214","251,235","251,367","295,096","306,4","256,377","251,082","554,141","515,94","558,763","530,586","499,45","579,716","553,026","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3851,95","593,872","396,797","9,8922","1,76","249,631","249,961","251,411","295,096","306,4","255,762","249,038","550,837","522,852","566,368","525,352","502,474","590,188","552,864","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3899,9","597,961","400,547","9,8935","1,76","249,807","249,126","251,785","295,096","306,4","253,63","253,147","553,59","542,277","563,993","534,569","497,575","542,084","536,857","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3907,03","586,914","400,635","9,8948","1,76","249,587","248,555","251,477","295,096","306,4","252,004","247,983","554,491","530,436","555,794","555,115","527,097","527,356","526,157","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3902,15","600,586","397,5","9,89609","1,76","249,39","246,841","250,356","295,096","306,4","249,807","252,62","557,444","542,727","555,632","535,347","507,986","537,156","519,807","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3905,08","595,459","403,945","9,89739","1,76","249,346","246,204","249,17","295,096","306,4","249,917","248,247","548,285","541,142","550,178","542,89","515,476","555,076","526,429","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3865,23","597,717","395,742","9,89869","1,76","248,95","250,994","249,192","295,096","306,4","252,532","250,225","554,191","562,834","553,31","534,843","527,204","575,964","537,357","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3824,8","588,379","397,852","9,89998","1,76","248,95","249,609","249,39","295,096","306,4","251,147","253,784","546,533","556,21","550,88","563,67","548,03","577,98","541,83","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3561,13","589,05","397,852","9,90128","1,76","248,972","249,873","249,39","295,096","306,4","251,169","253,191","546,533","556,153","551,528","562,303","549,297","575,068","542,216","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3344,73","594,788","397,529","9,90257","1,76","249,214","252,092","249,346","295,096","306,4","251,257","248,181","547,334","557,566","557,198","549,766","560,975","548,076","548,283","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3222,07","592,041","395,156","9,90387","1,76","249,543","250,62","249,104","295,096","306,4","250,466","250,972","555,242","574,73","556,657","548,011","560,586","544,66","573,055","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3186,13","591,98","399,785","9,90517","1,76","249,082","249,412","250,532","295,096","306,4","251,873","249,478","560,797","574,39","565,773","553,436","535,856","578,82","586,908","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3193,85","591,553","397,793","9,90646","1,76","250,181","245,94","250,928","295,096","306,4","248,511","250,269","552,439","584,93","573,055","574,728","547,143","584,251","588,122","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3225,78","592,468","391,025","9,90776","1,76","249,39","249,082","250,884","295,096","306,4","248,994","250,247","539,977","581,304","567,233","581,521","564,881","520,347","521,801","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3274,71","590,82","404,795","9,90906","1,76","249,412","254,158","250,532","295,096","306,4","252,905","250,093","554,841","561,817","554,066","573,123","571,488","529,484","511,649","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3303,91","591,125","393,457","9,91035","1,76","249,631","252,883","250,972","295,096","306,4","249,39","250,378","532,469","556,21","554,119","598,161","563,446","565,212","524,89","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3187,7","593,384","394,424","9,91165","1,76","249,829","246,929","251,323","295,096","306,4","252,839","249,192","550,087","555,247","558,809","562,42","593,964","595,508","543,091","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3246,19","590,393","402,539","9,91295","1,76","249,829","248,511","250,73","295,096","306,4","248,818","248,005","549,736","545,277","557,09","551,371","556,015","583,916","561,191","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3256,05","601,074","397,764","9,91424","1,76","249,807","248,291","248,884","295,096","306,4","253,147","252,664","542,88","534,966","554,66","583,246","554,256","560,788","580,728","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3245,8","585,693","402,158","9,91554","1,76","249,587","247,126","248,357","295,096","306,4","249,456","246,863","545,582","546,804","554,066","568,046","560,149","593,156","612,232","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3247,36","602,478","401,836","9,91684","1,76","249,412","254,268","248,862","295,096","306,4","249,983","249,785","542,88","538,367","547,479","554,69","558,605","550,82","557,169","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3265,04","577,515","406,055","9,91813","1,76","249,609","252,4","248,357","295,096","306,4","249,28","249,434","555,392","537,689","536,041","554,573","587,687","528,588","528,2","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3259,67","595,947","404,531","9,91943","1,76","249,653","249,609","251,016","295,096","306,4","248,796","249,697","558,445","553,207","533,997","549,887","570,277","537,268","542,98","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4",3246,"602,417","392,49","9,92072","1,76","250,027","247,676","251,807","295,096","306,4","252,883","248,84","556,443","541,424","538,146","521,291","548,581","578,596","530,677","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3233,5","591,248","406,318","9,92202","1,76","249,851","247,961","251,785","295,096","306,4","249,17","251,345","547,734","541,769","546,73","556,872","557,719","573,5","548,778","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3236,72","589,844","395,742","9,92332","1,76","250,071","247,456","251,279","295,096","306,4","252,773","247,72","556,143","550,826","560,754","545,233","552,488","564,764","541,223","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3283,79","592,896","397,471","9,92461","1,76","250,225","251,719","248,489","295,096","306,4","249,697","252,136","535,773","562,324","543,869","546,682","566,428","532,172","538,022","66,68","1,73"
2017-03-10 09:00:00,"54,95","17,4","3279,79","598,999","394,189","9,9261","1,76","249,873","250,598","248,291","295,096","306,4","250,576","249,148","547,734","551,563","553,364","538,589","554,2","540,18","560,642","66,68","1,73"
